data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2020-01-11;16:19:00;SEM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;483;;;IBURA;;SUBURBIO;COLISÃO FRONTAL;COLISAO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2020-01-11;17:25:00;COM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;2513;;E/F A SOCORRO VENACIO RECEPÇOES;BARRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE AUTO E MOTO COM UMA VITIMA;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;
2020-01-11;18:32:00;SEM VÍTIMA;CANCELADA;SANTO AMARO;AV CRUZ CABUGA;;;PRÓX A PRAÇA CARLOS PINTO / AO LADO DO SHOPPING TACARUNA;SANTO AMARO;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-11;19:06:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;RUA CONS PORTELA;78;;;GRAÇAS;;SUBURBIO;COLISÃO TRASEIRA;ENTRE 4 AUTOS. S/V;4;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
2020-01-11;19:21:00;COM VÍTIMA;CANCELADA;AFOGADOS;RUA SAO MIGUEL;1401;;E/F AO BODE DO NÔ;AFOGADOS;;;COLISÃO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-01-11;19:50:00;SEM VÍTIMA;CANCELADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;E/F A PRAÇA DO DERBY;DERBY;;BOA VIAGEM;COLISÃO;COLISAO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-11;20:19:00;SEM VÍTIMA;FINALIZADA;BREJO DE BEBERIBE;AV VEREADOR OTACILIO AZEVEDO;858;;POSTE DE Nº B 078225;BREJO DE BEBERIBE;;CIDADE;COLISÃO FRONTAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;
2020-01-11;19:54:00;COM VÍTIMA;FINALIZADA;ALTO JOSÉ DO PINHO;RUA CECILIA REIS;44;RUA ITAPICURU;PROX AO CLUBE BOM SUCESSO;ALTO JOSÉ DO PINHO;;SUBURBIO;CHOQUE VEÍCULO PARADO;COLISAO COM VITIMAS/ ENTRE UM CAMINHAO E MOTO COM ATROPELAMENTO DE UMA CRIANÇA;;1;;;;;1;;;2;;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-11;20:00:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DOS NAVEGANTES;401;RUA CORONEL BENEDITO CHAVES;EDIFÍCIO SCALA;BOA VIAGEM;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISAO SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Faixa de retenção;Outras;;Única;Não existe;;
2020-01-11;21:24:00;COM VÍTIMA;CANCELADA;IBURA;AV DOIS RIOS;;;SEMÁFORO 475;IBURA;;;COLISÃO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-01-11;22:18:00;SEM VÍTIMA;CANCELADA;IBURA;AV DOIS RIOS;;;NO INÍCIO DA LADEIRA DA COHAB -- IBURA DE BAIXO;IBURA;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-11;23:37:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;E/F A SANTA CASA DE MISERICORDIA;SANTO AMARO;479;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO SEM VITIMAS;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;R-6a;;Dupla;Faixa seccionada;;
2020-01-12;01:03:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA DOM MANOEL DA COSTA;342;RUA PADRE LANDIM;ALTURA DA ESCOLA MUNICIPAL PAROQUIA CRISTO REI;TORRE;252;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Única;Faixa seccionada;;
2020-01-12;04:24:00;SEM VÍTIMA;FINALIZADA;AFLITOS;AV CONS ROSA E SILVA;;AV SANTOS DUMONT;;AFLITOS;47;;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS C/V;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa seccionada;;
2020-01-12;05:47:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;2178;;EM FRENTE AO BRADESCO;BOA VIAGEM;;SUBURBIO;CHOQUE OBJETO FIXO;VIATURA DA PM CHOCOU-SE EM UMA ÁRVORE C/V;1;;;;;;;;;2;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;R-6a;;Única;Faixa seccionada;;
2020-01-12;06:26:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA RIBEIRO DE BRITO;;AV FERNANDO SIMOES BARBOSA;AO LADO DO EMPRESARIAL MONTEIRO DE MELO;BOA VIAGEM;332;SUBURBIO;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Outros;;
2020-01-12;06:53:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;767;;EM FRENTE A CASA DA INDUSTRIA;SANTO AMARO;;CIDADE;ABALROAMENTO LONGITUDINAL;COM UMA VITIMA -SAMU E BOMBEIROS NO LOCAL;1;1;;;;;;;;1;;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;
2020-01-12;10:17:00;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO HOSPITAL PORTUGUES;DERBY;349;SUBURBIO;COLISÃO TRASEIRA;ENTRE QUATRO VEÍCULOS AUTO PASSEIO;4;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;;;
2020-01-12;10:23:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;1482;;À ENCRUZILHADA PNEUS;IMBIRIBEIRA;287;;ABALROAMENTO LONGITUDINAL;ONIBUS E AUTO;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;;;
2020-01-12;10:30:00;SEM VÍTIMA;FINALIZADA;MANGUEIRA;RUA TAMBAU;;;AO LADO DA IGREJA ASSEMBLEIA DE DEUS;MANGUEIRA;;CIDADE;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;;Faixa seccionada;;
2020-01-12;10:39:00;SEM VÍTIMA;DUPLICIDADE;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;1482;;ENCRUZILHADA PNEUS;IMBIRIBEIRA;;;COLISÃO;COLISAO S/ VITIMA. ENTRE ONIBUS E VEICULO PARTICULAR;1;;;;;1;;;;0;;;;;;;;;;;;;;
2020-01-12;12:09:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;848;;STUDIO PORTAL DE BOA VIAGEM;BOA VIAGEM;;CIDADE;ATROPELAMENTO;BICICLETA E PEDESTRE;;;;1;1;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa contínua;;
2020-01-12;13:34:00;COM VÍTIMA;FINALIZADA;PASSARINHO;EST DO PASSARINHO;3464;;PROX AO TERMINAL DE ONIBUS DE DOIS UNIDOS;PASSARINHO;;SUBURBIO;COLISÃO FRONTAL;AUTO PASSEIO X MOTO COM VÍTIMA;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-12;14:13:00;SEM VÍTIMA;CANCELADA;AFOGADOS;RUA NICOLAU PEREIRA;;RUA DA PAZ;ANTES DA PONTE MOTOCOLOMBO;AFOGADOS;73;SUBURBIO;COLISÃO;SEM VITIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-12;14:22:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DOS NAVEGANTES;;RUA ANTONIO FALCAO;E/F AO ILHA CAMARÕES;BOA VIAGEM;;;ABALROAMENTO LONGITUDINAL;ENTRE AUTO PASSEIO X MOTO S/V;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;R-6a;;Única;Não existe;;
2020-01-12;16:27:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;2125;;FR SANTANDER SELECT;ESPINHEIRO;78;SUBURBIO;COLISÃO TRASEIRA;ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa seccionada;;
2020-01-12;17:13:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DOM JOAO VI;;;LADO OPOSTO AO SHOPPING RECIFE;BOA VIAGEM;;SUBURBIO;CAPOTAMENTO;VEICULO CAPOTA E CAI SOBRE O CANAL;1;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;Única;Faixa seccionada;;
2020-01-12;18:41:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA JAMAICA;;RUA IZABEL DE SOUZA;;IPSEP;;SUBURBIO;ABALROAMENTO TRANSVERSAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2020-01-12;18:50:00;SEM VÍTIMA;FINALIZADA;ÁGUA FRIA;RUA JULIO RAMOS;;RUA ZEFERINO AGRA;IMÓVEL Nº 102 ( EM FRENTE);ÁGUA FRIA;;SUBURBIO;COLISÃO FRONTAL;COLISÃO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;30 km/h;Única;;;
2020-01-12;20:38:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA MARQUES DE VALENCA;;RUA OLAVO BILAC;;BOA VIAGEM;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;Única;Não existe;;
2020-01-12;22:18:00;SEM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;990;RUA ARQUITETO AUGUSTO REINALDO;JBS VEÍCULOS;PINA;660;SUBURBIO;ABALROAMENTO TRANSVERSAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;;Única;Faixa seccionada;;
2020-01-13;06:13:00;SEM VÍTIMA;CANCELADA;IPSEP;RUA JEAN EMILE FAVRE;750;;EM FRENTE A GALERIA MARIA DE LOURDES;IPSEP;;;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-13;06:39:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;RUA FERNANDO CESAR;290;RUA INACIO GALVAO DOS SANTOS;;ENCRUZILHADA;;CIDADE;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;Única;Faixa seccionada;;
2020-01-13;06:43:00;SEM VÍTIMA;FINALIZADA;ESTÂNCIA;AV RECIFE;;;SOB O SEMÁFORO Nº 261 SENTIDO BR 101;ESTÂNCIA;261;SUBURBIO;COLISÃO TRASEIRA;AUTO E CAMINHÃO;1;;;;;;1;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;60 km/h;Dupla;Faixa contínua;Canteiro central;
2020-01-13;07:02:00;SEM VÍTIMA;CANCELADA;PRADO;RUA QUATRO DE OUTUBRO;277;;RESIDENCIA  PROX A PADARIA DO DODO;PRADO;;;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-13;07:30:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA REAL DA TORRE;1275;;;TORRE;;;ABALROAMENTO LONGITUDINAL;SEM VITIMAS;2;;;;;;;;;0;;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;40 km/h;Única;Faixa seccionada;;
2020-01-13;07:51:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;;LADO OPOSTO AO NÚMERO 3010;CORDEIRO;;CIDADE;COLISÃO TRASEIRA;COLISÃO SEM VITIMAS GM LUANA QTH;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
2020-01-13;08:10:00;COM VÍTIMA;CANCELADA;BAIRRO DO RECIFE;AV ALFREDO LISBOA;;;EM FRENTE AO ESTACIONAMENTO DO PARADOR E AO LADO DO ITAIPAVA 14;BAIRRO DO RECIFE;;;COLISÃO;AUTO E MOTO;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-01-13;08:19:00;COM VÍTIMA;FINALIZADA;ALTO JOSÉ BONIFÁCIO;RUA ALTO JOSE BONIFACIO;963;;PROX: QUADRA DO ALTO JOSE BONIFACIO;ALTO JOSÉ BONIFÁCIO;;CIDADE;CHOQUE VEÍCULO PARADO;COLISAO COM VITIMA. ENTRE UM ONIBUS E UMA MOTO;;1;;;;1;;;;1;;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2020-01-13;08:24:00;SEM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;;;VIADUTO DA BR 101;BARRO;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VITIMAS;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2020-01-13;09:08:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA SAO SALVADOR;105;;MORADA SÃO SALVADOR;ESPINHEIRO;;CIDADE;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Não existe;;
2020-01-13;09:35:00;SEM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;AV BEIRA RIO;;;EM FRENTE AO CAMPO DE FUTEBOL DA JOANA BEZERRA;ILHA JOANA BEZERRA;;CIDADE;COLISÃO TRASEIRA;COLISÃO SEM VITIMAS;5;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;;Dupla;Faixa contínua;Faixa seccionada;
2020-01-13;09:46:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;RUA MAMANGUAPE;623;;EM FRENTE AO EDF CARRARA;BOA VIAGEM;;;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-13;09:48:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA BENTO LOYOLA;75;AV PROFESSOR JOSE DOS ANJOS;POSTE CELPE Nº B 005914;CASA AMARELA;;;ABALROAMENTO TRANSVERSAL;DOIS AUTOS;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;30 km/h;Dupla;Não existe;;
2020-01-13;09:55:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;;;;ANTES DA ESQUINA COM A RUA DR. JOSÉ MARIANO;BOA VISTA;209;;COLISÃO TRASEIRA;SEM VITIMAS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
2020-01-13;10:00:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA DA CONCORDIA;907;;EM FRENTE A LOJA COMANDO DAS BOMBAS;SÃO JOSÉ;;CIDADE;ABALROAMENTO TRANSVERSAL;DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Não existe;;
2020-01-13;10:30:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA DA SOLEDADE;;AV CONDE DA BOA VISTA;;BOA VISTA;25;SUBURBIO;ABALROAMENTO LONGITUDINAL;SEM VITIMAS;1;;;;;;1;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa contínua;;
2020-01-13;10:31:00;COM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;3665;;PROX. AO POSTO BR- SENT. CIDADE;IPUTINGA;;CIDADE;COLISÃO TRASEIRA;DUAS MOTOS- GM REGO BARROS NO LOCAL;;2;;;;;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-5a;60 km/h;;Canteiro central;;
2020-01-13;10:55:00;SEM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;2996;;EXATA COR;IPSEP;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISAO S/ VITIMA. ENTRE DOIS VEICULOS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa seccionada;Canteiro central;
2020-01-13;11:24:00;SEM VÍTIMA;DUPLICIDADE;IPSEP;AV RECIFE;2996;;EM FRENTE A EMPRESA EXATA  COR;IPSEP;;AREIAS;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-13;11:46:00;SEM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;RUA DR ASCANIO PEIXOTO;;;DENTRO DO PORTO DO RECIFE;BAIRRO DO RECIFE;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMAS;1;;;;;;1;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;;Outros;Não há placas;;Dupla;Canteiro central;;
2020-01-13;11:48:00;SEM VÍTIMA;FINALIZADA;ALTO JOSÉ DO PINHO;RUA CORREGO JOSE GRANDE;121;;ESTAÇÃO ELEVATÓRIA DE ÁGUA;ALTO JOSÉ DO PINHO;;CIDADE;ABALROAMENTO LONGITUDINAL;SEM VITIMAS;1;1;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Não existe;;
2020-01-13;11:52:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;RUA COMENDADOR FRANCO FERREIRA;16;RUA JOSE VELOSO;;SAN MARTIN;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO S/ VITIMA. ENTRE DOIS VEICULOS;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Outros;Placas Pare;30 km/h;Dupla;Não existe;;
2020-01-13;12:33:00;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;AV MARTINS DE BARROS;;;EM FRENTE AO POSTO IPIRANGA;SANTO ANTÔNIO;;SUBURBIO;COLISÃO TRASEIRA;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2020-01-13;12:57:00;COM VÍTIMA;CANCELADA;CASA FORTE;AV DEZESSETE DE AGOSTO;1740;RUA DOS ARCOS;CASA ...EM FRENTE AO REAL BOTIQUIM;CASA FORTE;;;COLISÃO;COLISÃO COM VITIMA;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-01-13;13:53:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA MARIO CAMPELO;394;AV INACIO DE BARROS BARRETO;KITANDA RENASCER;VÁRZEA;;;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMA;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-13;14:28:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;1595;;E/F AO COLÉGIO MARIA TEREZA;BOA VIAGEM;;;CHOQUE;CAMINHÃO QUEBRADO NA VIA APÓS CHOQUE COM VIADUTO;;;;;;;1;;;0;;;;;;;;;;;;;;
2020-01-13;14:42:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA JOAQUIM NABUCO;;;PONTE DA CAPUNGA;MADALENA;;SUBURBIO;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA / LUIZ BARBOSA DE PO NO LOCAL-TELEFONE 999116655;1;;;;;;1;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2020-01-13;15:04:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA NICOLAU PEREIRA;;RUA DA PAZ;FÁBRICA DA ASA;AFOGADOS;73;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO S/VITIMAS ENTRE UMA AMBULÂNCIA E UMA AUTO;1;;;;;;;;1;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;40 km/h;Única;Faixa seccionada;;
2020-01-13;15:32:00;SEM VÍTIMA;FINALIZADA;ILHA DO RETIRO;RUA BENFICA;;RUA SPORT CLUBE DO RECIFE;SPORT CLUBE DO RECIFE;ILHA DO RETIRO;;SUBURBIO;COLISÃO TRASEIRA;COLISÃO S/VITIMAS ENTRE TRES AUTOS;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Não existe;;
2020-01-13;15:36:00;SEM VÍTIMA;CANCELADA;ARRUDA;AV BEBERIBE;1501;;EM FRENTE A ANTIGA SÃO PAULO- E AO CANAL DA CONSTRUÇÃO;ARRUDA;;;COLISÃO;COLISÃO SEM VITIMA;1;1;;;;;;;;0;;;;;;;;;;;;;;
2020-01-13;15:45:00;SEM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE;7969;RUA DO MONTE;ANTIGO TERMINAL DA MACAXEIRA;MACAXEIRA;296;CIDADE;COLISÃO TRASEIRA;COLISÃO S/VTIMAS ENTRE UMA MOTO E UM AUTO;1;1;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Dupla;Canteiro central;;
2020-01-13;16:29:00;SEM VÍTIMA;FINALIZADA;JAQUEIRA;AV RUI BARBOSA;1601;;EM FRENTE AO CURSO DE INGLÊS RED BALLOON;JAQUEIRA;;CIDADE;COLISÃO TRASEIRA;COLISÃO SEM VITIMA;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa contínua;;
2020-01-13;17:03:00;SEM VÍTIMA;FINALIZADA;DERBY;PRC DO DERBY;;RUA JENER DE SOUZA;PRAÇA DO DERBY;DERBY;40;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VITIMA;2;;;;;;;;;0;;Longo da via;Bom;Com defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;50 km/h;Dupla;Faixa contínua;;
2020-01-13;17:12:00;SEM VÍTIMA;FINALIZADA;;AV MARTINS DE BARROS;;;EM FRENTE AO DELTA EXPRESSO;;;SUBURBIO;COLISÃO FRONTAL;COLISAO ENTRE TRES AUTOS S/V;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-19;40 km/h;Única;Faixa seccionada;;
2020-01-13;17:32:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;RUA DES JOAO PAES;640;;CASA;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VITIMA;1;;1;;;;;;;0;;;;;;;;;;;;;;
2020-01-13;17:40:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;4040;;;BOA VIAGEM;;CIDADE;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2020-01-13;17:55:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;RUA COMENDADOR FRANCO FERREIRA;201;RUA EDUARDO DE ANDRADE;ACADEMIA DA CIDADE;SAN MARTIN;;;ABALROAMENTO TRANSVERSAL;ENTRE AUTO PASSEIO X MOTO;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Placas Pare;;Dupla;Outros;;
2020-01-13;18:05:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ENGENHEIRO JOSE APOLINARIO;103;RUA ALVARO AMORIM;POR TRÁS DA ANTIGA DHPP;IMBIRIBEIRA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;MOTO X AUTO PASSEIO COM VÍTIMA;1;1;;;;;;;;1;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;Dupla;Não existe;;
