DATA;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2019-04-06;10:44:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA FRANCISCO PORFIRIO;112;;;RUA FRANCISCO PORFIRIO;112;;AFOGADOS;;;CHOQUE VEÍCULO PARADO;SEM VITIMAS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2019-04-06;11:32:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;6116;;EM FRENTE AO EDF. VEREDA DO MAR;AV BOA VIAGEM;6116;EM FRENTE AO EDF. VEREDA DO MAR;BOA VIAGEM;1;SUBURBIO;COLISÃO TRASEIRA;TRES AUTOS;3;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Faixa seccionada;;
2019-04-06;12:30:00;SEM VÍTIMA;FINALIZADA;ARRUDA;AV BEBERIBE;;;EM FRENTE AO BOMPREÇO;AV BEBERIBE;;EM FRENTE AO BOMPREÇO;ARRUDA;;SUB/CID;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Mal conservada;Não existe;Não há placas;60 km/h;Dupla;Faixa;;
2019-04-06;12:33:00;SEM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;;RUA PAULO DE ARRUDA;SEMÁFORO 94;EST DE BELEM;;SEMÁFORO 94;CAMPO GRANDE;94;SUBURBIO;ABALROAMENTO LONGITUDINAL;SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;
2019-04-06;12:44:00;SEM VÍTIMA;CANCELADA;CAMPO GRANDE;RUA MARQUES DE ABRANTES;742;RUA TENENTE FORTUNA;TRANVERSAL DA RUA DO ANTIGO BARCELUS;RUA MARQUES DE ABRANTES;742;TRANVERSAL DA RUA DO ANTIGO BARCELUS;CAMPO GRANDE;;;COLISÃO;SEM VITIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2019-04-06;12:55:00;SEM VÍTIMA;FINALIZADA;PARNAMIRIM;AV PARNAMIRIM;;;E/F AO SHOPPING PARNAMIRIM;AV PARNAMIRIM;;E/F AO SHOPPING PARNAMIRIM;PARNAMIRIM;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE ONIBUS E AUTO S/V;1;;;;;1;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;Dupla;Faixa seccionada;Canal;
2019-04-06;13:52:00;SEM VÍTIMA;FINALIZADA;PRADO;RUA JOAO IVO DA SILVA;;RUA PADRE TEOFILO TWORZ;PRÓXIMO A CASA DOS PARAFUSO;RUA JOAO IVO DA SILVA;;PRÓXIMO A CASA DOS PARAFUSO;PRADO;503;;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;;
2019-04-06;15:00:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;RUA TOME GIBSON;ESQUINA DO ANTIGO AEROCLUBE;AVENIDA CELSO FURTADO (VIA MANGUE);;ESQUINA DO ANTIGO AEROCLUBE;BOA VIAGEM;;CIDADE;COLISÃO TRASEIRA;SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Faixa seccionada;;
2019-04-06;15:26:00;SEM VÍTIMA;CANCELADA;IBURA;AV DOIS RIOS;1172;;EM FRENTE AO RESTAURANTE BOCA A BOCA;AV DOIS RIOS;1172;EM FRENTE AO RESTAURANTE BOCA A BOCA;IBURA;;;COLISÃO;COLISÃO SEM VÍTIMA;;;;;;;;;;0;;;;;;;;;;;;;;
2019-04-06;15:49:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA RIBEIRO DE BRITO;1250;;EM FRENTE AO HOTEL NACIONAL INN;RUA RIBEIRO DE BRITO;1250;EM FRENTE AO HOTEL NACIONAL INN;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;SEM VITIMAS;1;1;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Única;Faixa seccionada;;
2019-04-06;16:05:00;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;RUA DO PEIXOTO;;RUA DA CONCORDIA;;RUA DO PEIXOTO;;;SANTO ANTÔNIO;182;;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Não existe;;
2019-04-06;16:30:00;SEM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;RUA JEAN EMILE FAVRE;PRÓXIMO A PADARIA VILLA DO PÃO;AV RECIFE;;PRÓXIMO A PADARIA VILLA DO PÃO;IPSEP;130;;ABALROAMENTO LONGITUDINAL;COLISÃO ENTRE A VT DA CTTU E AUTO;1;;;;;;;1;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa seccionada;;
2019-04-06;16:31:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ITACARI;162;RUA ITAJAI;EM FRENTE A I9;RUA ITACARI;162;EM FRENTE A I9;IMBIRIBEIRA;;indefinido;ABALROAMENTO LONGITUDINAL;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;Única;Faixa contínua;;
2019-04-06;19:28:00;SEM VÍTIMA;FINALIZADA;IPUTINGA;RUA BOM PASTOR;292;;E/F AO EDF RIO ARAUA;RUA BOM PASTOR;292;E/F AO EDF RIO ARAUA;IPUTINGA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;;Dupla;;;
2019-04-06;22:07:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;AV BOA VIAGEM;2900;;E/F AO EDF ANTARES / PRÓX A PADARIA BV;AV BOA VIAGEM;2900;;BOA VIAGEM;;;COLISÃO;ENTRE AUTO E MOTO. S/V;1;1;;;;;;;;0;;;;;;;;;;;;;;
2019-04-07;00:27:00;SEM VÍTIMA;CANCELADA;VÁRZEA;RUA GASTAO VIDIGAL;125;;E/F AO MOTEL DO NINJA / NA ENTRADA DO UR-07;RUA GASTAO VIDIGAL;125;E/F AO MOTEL DO NINJA / NA ENTRADA DO UR-07;VÁRZEA;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2019-04-07;01:20:00;SEM VÍTIMA;FINALIZADA;JAQUEIRA;RUA DR JOSE MARIA;1096;;EM FRENTE AO Nº 1096;RUA DR JOSE MARIA;1096;EM FRENTE AO Nº 1096;JAQUEIRA;;CIDADE;COLISÃO FRONTAL;COLISÃO ENTRE DOIS AUTOS, SEM VÍTIMAS.;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2019-04-07;01:34:00;COM VÍTIMA;CANCELADA;VASCO DA GAMA;RUA ALTO DO EUCALIPTO;;;E/F AO TERMINAL DO VASCO DA GAMA E POSTO DE SAÚDE - ALTO DO EUCALIPTO;RUA ALTO DO EUCALIPTO;;E/F AO TERMINAL DO VASCO DA GAMA E POSTO DE SAÚDE - ALTO DO EUCALIPTO;VASCO DA GAMA;;;COLISÃO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2019-04-07;07:08:00;COM VÍTIMA;CANCELADA;AFOGADOS;RUA COSME VIANA;180;RUA DR ADELINO;30METROS APÓS A LOJA PLANET RODAS,SENT/AFOGADOS;RUA COSME VIANA;180;30METROS APÓS A LOJA PLANET RODAS,SENT/AFOGADOS;AFOGADOS;426;AFOGADOS;COLISÃO;COM UMA VITIMA AGUARDANDO SAMU;1;1;;;;;;;;1;;;;;;;;;;;;;;
2019-04-07;08:05:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA WALDEMAR NERY CARNEIRO MONTEIRO;;RUA COPACABANA;;RUA WALDEMAR NERY CARNEIRO MONTEIRO;;;BOA VIAGEM;;CIDADE;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Não existe;;
2019-04-07;08:11:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA OSCAR DE BARROS;136;RUA CONS PERETTI;PROXIMO A CAIXA ECONOMICA DE CASA AMARELA;RUA OSCAR DE BARROS;136;PROXIMO A CAIXA ECONOMICA DE CASA AMARELA;CASA AMARELA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;UM ONIBUS E UM AUTO;1;;;;;1;;;;1;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Não existe;;
2019-04-07;09:38:00;SEM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;;;EM FRENTE AO SUPERMERCADO WALMART;AV RECIFE;;EM FRENTE AO SUPERMERCADO WALMART;AREIAS;;;CHOQUE VEÍCULO PARADO;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Outros;Não há placas;;Dupla;Canteiro central;;
2019-04-07;09:41:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE;2354;AV JOAO DE BARROS;EM FRENTE AO BANCO SANTANDER;AV NORTE;2354;EM FRENTE AO BANCO SANTANDER;ENCRUZILHADA;43;SUBURBIO;COLISÃO TRASEIRA;UMA AMBULANCIA E UM AUTO;1;;;;;;;1;;0;;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Canteiro central;;
2019-04-07;09:54:00;SEM VÍTIMA;CANCELADA;CASA AMARELA;RUA CORREGO DO OURO;274;;EM FRENTE A PAN VITOR;RUA CORREGO DO OURO;274;EM FRENTE A PAN VITOR;CASA AMARELA;;;COLISÃO;AUTO E MOTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2019-04-07;10:15:00;SEM VÍTIMA;CANCELADA;NOVA DESCOBERTA;RUA NOVA DESCOBERTA;;;EM FRENTE A FEIRA DE NOVA DESCOBERTA;RUA NOVA DESCOBERTA;;EM FRENTE A FEIRA DE NOVA DESCOBERTA;NOVA DESCOBERTA;;;COLISÃO;COLISÃO SEM VITIMAS OBS UM DOS CONDUTORES ENCONTRA SE COM SINTOMAS DE EMBRIAGUEZ SOLICITA ETILOMETRO NO LOCAL;2;;;;;;;;;0;;;;;;;;;;;;;;
2019-04-07;10:28:00;SEM VÍTIMA;FINALIZADA;LINHA DO TIRO;RUA URIEL DE HOLANDA;1733;;;RUA URIEL DE HOLANDA;1733;;LINHA DO TIRO;;SUBURBIO;COLISÃO TRASEIRA;DOIS AUTOS E UMA MOTO;2;1;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Não existe;;
2019-04-07;11:56:00;SEM VÍTIMA;FINALIZADA;BEBERIBE;AV BEBERIBE;4175;RUA PORTAO DO GELO;ESQUINA DAS RUAS;AV BEBERIBE;4175;ESQUINA DAS RUAS;BEBERIBE;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2019-04-07;12:36:00;SEM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;924;;;AV RECIFE;924;;AREIAS;;;COLISÃO TRASEIRA;COLISAÕ SEM VITIMAS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;Canteiro central;
2019-04-07;12:45:00;SEM VÍTIMA;CANCELADA;ESTÂNCIA;AV DR JOSE RUFINO;241;;NA FRENTE DO COLEGIO VISÃO;AV DR JOSE RUFINO;241;NA FRENTE DO COLEGIO VISÃO;ESTÂNCIA;;CIDADE;COLISÃO;COLISAÕ SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2019-04-07;14:54:00;COM VÍTIMA;FINALIZADA;PRADO;RUA SANTA EDWIRGES;;RUA PADRE TEOFILO TWORZ;EM FRENTE A IGREJA PRESBITERIANA DO PRADO;RUA SANTA EDWIRGES;;EM FRENTE A IGREJA PRESBITERIANA DO PRADO;PRADO;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;;Cruzamento;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2019-04-07;15:37:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA REAL DA TORRE;139;RUA DEZENOVE DE NOVEMBRO;MARTELINHO DE OURO;RUA REAL DA TORRE;139;MARTELINHO DE OURO;MADALENA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMA;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;;Única;Não existe;;
2019-04-07;17:34:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO SEMÁFORO 49;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO SEMÁFORO 49;SANTO AMARO;49;SUBURBIO;COLISÃO TRASEIRA;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;;60 km/h;Dupla;Canteiro central;;
2019-04-07;17:41:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;4430;;;AV ENGENHEIRO DOMINGOS FERREIRA;4430;;BOA VIAGEM;128;SUBURBIO;ABALROAMENTO LONGITUDINAL;DOIS AUTOS SEM VITIMAS;2;;;;;;;;;0;;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;;;Única;Faixa contínua;Faixa seccionada;
2019-04-07;17:54:00;SEM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;;;SOBRE O VIADURO DA RODOVIA GOV MARIO COVAS;AV DR JOSE RUFINO;;SOBRE O VIADURO DA RODOVIA GOV MARIO COVAS;BARRO;;SUBURBIO;ABALROAMENTO TRANSVERSAL;DOIS AUTOS SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Outros;Não há placas;;Dupla;Faixa contínua;;
2019-04-07;18:02:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;SOB O SEMÁFORO 532;AV MARECHAL MASCARENHAS DE MORAES;;SOB O SEMÁFORO 532;IMBIRIBEIRA;532;SUBURBIO;ABALROAMENTO LONGITUDINAL;UMA MOTO E UM CARRO;1;1;;;;;;;;0;;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;;Não há placas;;Dupla;Canteiro central;;
2019-04-07;18:28:00;SEM VÍTIMA;FINALIZADA;BARRO;;;;DENTRO DO TERMINAL INTEGRADO DO BARRO;;;DENTRO DO TERMINAL INTEGRADO DO BARRO;BARRO;;;CHOQUE VEÍCULO PARADO;ONIBUS METROPOLITANA X VT DA PM;1;;;;;1;;1;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2019-04-07;18:53:00;SEM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE;;RUA DA REGENERACAO;ROTATÓRIA;AV NORTE;;ROTATÓRIA;MACAXEIRA;;SUBURBIO;COLISÃO TRASEIRA;ONIBUS MOBIBRASIL X HB 20;1;;;;;1;;;;0;;;Chuvoso;Não existe;Não existente;Molhada;Mal iluminada;;Não há placas;50 km/h;Dupla;Canteiro central;;
2019-04-07;19:21:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;;RUA JOSE VELOSO;SEMÁFORO 326;AV GENERAL SAN MARTIN;;SEMÁFORO 326;SAN MARTIN;326;;ABALROAMENTO LONGITUDINAL;ECOSPORT X FOX OBS:: SUSPEITA DE EMBRIAGUEZ;2;;;;;;;;;0;;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de retenção;R-6a;40 km/h;Dupla;Faixa contínua;Faixa seccionada;
2019-04-07;19:40:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;RUA DO FUTURO;123;;EM FRENTE AO EDIFICIO MIKONOS;RUA DO FUTURO;123;EM FRENTE AO EDIFICIO MIKONOS;GRAÇAS;;;COLISÃO;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2019-04-07;21:06:00;COM VÍTIMA;FINALIZADA;CASA FORTE;EST DO ENCANAMENTO;;RUA MARECHAL RONDON;;EST DO ENCANAMENTO;;;CASA FORTE;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS C/V;2;;;;;;;;;2;;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;;Placas Pare;;Única;Faixa seccionada;;
2019-04-07;21:33:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA MARCELO GAMA;212;;EM FRENTE AO IMÓVEL Nº 212;RUA MARCELO GAMA;212;EM FRENTE AO IMÓVEL Nº 212;IPSEP;;SUBURBIO;CHOQUE VEÍCULO PARADO;SIENA TAXI X CAMINHAO DA COMPESA;1;;;;;;1;;;0;;Longo da via;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;;Não há placas;30 km/h;Dupla;Não existe;;
2019-04-07;21:56:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;1179;;CENTRO AUTOMOTIVO MULTIMARCAS;AV CAXANGA;1179;CENTRO AUTOMOTIVO MULTIMARCAS;CORDEIRO;;CIDADE;ABALROAMENTO LONGITUDINAL;ONIBUS MOBIBRASIL X FIAT UNO;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;40 km/h;Dupla;Canteiro central;;
2019-04-08;01:08:00;COM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA MARQUES DO PARANA;;RUA GOMES PACHECO;PROX DA PRAÇA CASTRO ALVES, PROX DO RESTAURANTE PRAÇA DA PICANHA;RUA MARQUES DO PARANA;;PROX DA PRAÇA CASTRO ALVES, PROX DO RESTAURANTE PRAÇA DA PICANHA;ESPINHEIRO;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS C/V;2;;;;;;;;;1;;Cruzamento;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Placas Pare;;Dupla;Faixa seccionada;;
2019-04-08;02:03:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;706;RUA VINTE E QUATRO DE AGOSTO;CASA DA INDUSTRIA/ SENAI;AV CRUZ CABUGA;706;CASA DA INDUSTRIA/ SENAI;SANTO AMARO;627;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO ENTRE ÔNIBUS E VIATURA DA PM, S/V;1;;;;;;;1;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;;;
2019-04-08;05:49:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV PROFESSOR ESTEVAO FRANCISCO DA COSTA;121;RUA TOMAZ GONZAGA;EM FRENTE A PADARIA RAINHA DA TORRE;AV PROFESSOR ESTEVAO FRANCISCO DA COSTA;121;EM FRENTE A PADARIA RAINHA DA TORRE;CORDEIRO;280;;ABALROAMENTO LONGITUDINAL;SEM VITIMAS;1;;;;;1;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2019-04-08;06:40:00;SEM VÍTIMA;CANCELADA;AREIAS;AV RECIFE;;;EM FRENTE AO CHURRASCARIA SAL E BRASA;AV RECIFE;;EM FRENTE AO CHURRASCARIA SAL E BRASA;AREIAS;;BOA VIAGEM;COLISÃO;COLISÃO SEM VITIMAS;;;;;;1;1;;;0;;;;;;;;;;;;;;
2019-04-08;07:34:00;SEM VÍTIMA;FINALIZADA;ESTÂNCIA;RUA JOAO TEIXEIRA;130;;RUA POR TRÁS DO COLEGIO VISÃO;RUA JOAO TEIXEIRA;130;RUA POR TRÁS DO COLEGIO VISÃO;ESTÂNCIA;82;SUBURBIO;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Nublado;;Perfeito estado;Molhada;Perfeito estado;Não existe;;;Única;Não existe;;
2019-04-08;07:48:00;SEM VÍTIMA;FINALIZADA;TAMARINEIRA;EST VELHA DE AGUA FRIA;;RUA JOSE DE VASCONCELOS;;EST VELHA DE AGUA FRIA;;;TAMARINEIRA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;Faixa seccionada;
2019-04-08;07:48:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;LADO OPOSTO A PARADA DE ÔNIBUS 180151;AV GOVERNADOR AGAMENON MAGALHAES;;LADO OPOSTO A PARADA DE ÔNIBUS 180151;SANTO AMARO;;;ABALROAMENTO LONGITUDINAL;VT DA GUARDA MUNICIPAL RECIFE;1;1;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Dupla;Canal;;
2019-04-08;07:57:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV JOAO DE BARROS;1883;;;AV JOAO DE BARROS;1883;;ENCRUZILHADA;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa seccionada;;
2019-04-08;08:19:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;219;;EM FRENTE AO CERPE;AV GOVERNADOR AGAMENON MAGALHAES;219;EM FRENTE AO CERPE;BOA VISTA;;;ABALROAMENTO LONGITUDINAL;SEM VITIMA,CTTU NO LOCAL;1;;;;;;1;;;0;;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;;Não há placas;60 km/h;Dupla;Canteiro central;Canal;
2019-04-08;08:42:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;425;;EM FRENTE AO BANCO DO BRASIL;RUA BARAO DE SOUZA LEAO;425;EM FRENTE AO BANCO DO BRASIL;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2019-04-08;09:26:00;SEM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;CAIS DO APOLO;925;;EM FRENTE A PREFEITURA DO RECIFE;CAIS DO APOLO;925;EM FRENTE A PREFEITURA DO RECIFE;BAIRRO DO RECIFE;340;SUBURBIO;COLISÃO TRASEIRA;COLISÃO SEM VITIMAS;1;;;;;;;;1;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canteiro central;;
2019-04-08;09:29:00;SEM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;TRV DO RAPOSO;;AV AGOSTINHO GOMES;;TRV DO RAPOSO;;;ILHA JOANA BEZERRA;;;COLISÃO FRONTAL;SEM VITIMAS/CTTU NO LOCAL.;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2019-04-08;09:33:00;SEM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;;;SOB O SEMÁFORO Nº 518;AV DOIS RIOS;;SOB O SEMÁFORO Nº 518;IBURA;518;CIDADE;COLISÃO TRASEIRA;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;Dupla;Canteiro central;;
2019-04-08;10:06:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;;;PRÓXIMO AO BAR CABOCLINHO;EST DOS REMEDIOS;;PRÓXIMO AO BAR CABOCLINHO;AFOGADOS;;SUBURBIO;ABALROAMENTO LONGITUDINAL;SEM VITIMAS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa contínua;;
2019-04-08;11:14:00;COM VÍTIMA;FINALIZADA;MANGUEIRA;RUA SAO MIGUEL;1162;;EM FRENTE A CLINICA JAIME CORDEIRO;RUA SAO MIGUEL;1162;EM FRENTE A CLINICA JAIME CORDEIRO;MANGUEIRA;;SUBURBIO;COLISÃO TRASEIRA;COLISÃO ENTRE AUTOMÓVEL E MOTOCICLETA.;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2019-04-08;12:55:00;SEM VÍTIMA;FINALIZADA;ILHA DO RETIRO;AV JOSE GONCALVES DE MEDEIROS;;RUA SPORT CLUBE DO RECIFE;;AV JOSE GONCALVES DE MEDEIROS;;;ILHA DO RETIRO;355;CIDADE;ABALROAMENTO LONGITUDINAL;COLISAO DE DOIS VEICULOS SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
