DATA;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2019-11-04;08:23:00;SEM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;60;RUA COMENDADOR MORAES;EM FRENTE AO JCPM;AV ANTONIO DE GOES;60;EM FRENTE AO JCPM;PINA;;CIDADE;ABALROAMENTO LONGITUDINAL;VEICULO OFICIAL E ONIBUS GM NO LOCAL;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;;;Única;Faixa contínua;;
2019-11-04;08:27:00;SEM VÍTIMA;FINALIZADA;;;;;NA PONTE EM FRENTE AO SUPER BOM PREÇO;;;NA PONTE EM FRENTE AO SUPER BOM PREÇO;;173;SUBURBIO;COLISÃO TRASEIRA;COLISÃO S/VITIMAS ENTRE DOIS AUTOS;2;;;;;;;;;0;;Ponte;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Canal;;
2019-11-04;08:32:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA JEAN EMILE FAVRE;1128;;PADARIA PÃO NORTE;RUA JEAN EMILE FAVRE;1128;PADARIA PÃO NORTE;IPSEP;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
2019-11-04;08:41:00;COM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;3650;;EM BAIXO DO VIADUTO DA CAXANGA;AV CAXANGA;3650;EM BAIXO DO VIADUTO DA CAXANGA;IPUTINGA;8;SUBURBIO;ACID. DE PERCURSO;VITIMA A SOCORRIDO PELO SAMU;;1;;;;;;;;1;;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Canteiro central;;
2019-11-04;08:43:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;AV CONDE DA BOA VISTA;428;;EM FRENTE A CORREGEDORIA DA SDS;AV CONDE DA BOA VISTA;428;EM FRENTE A CORREGEDORIA DA SDS;BOA VISTA;;;COLISÃO;VEICULO OFICIAL E MOTO;;1;;;;;;1;;0;;;;;;;;;;;;;;
2019-11-04;08:57:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA DOM BOSCO;895;;EM FRENTE AO MERCADO EXTRA;RUA DOM BOSCO;895;EM FRENTE AO MERCADO EXTRA;BOA VISTA;294;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Única;Faixa seccionada;;
2019-11-04;08:53:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA TORRES HOMEM;441;RUA FRUTUOSO GOMES;IGREJA ASSEMBLEIA DE DEUS;RUA TORRES HOMEM;441;IGREJA ASSEMBLEIA DE DEUS;VÁRZEA;;;ABALROAMENTO TRANSVERSAL;DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Nublado;Não existe;Incompleta;Seca;;Não existe;Outras;30 km/h;Dupla;Não existe;;
2019-11-04;08:57:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA GASTAO VIDIGAL;;;PRÓXIMO A UPA DA CAXANGÁ;RUA GASTAO VIDIGAL;;PRÓXIMO A UPA DA CAXANGÁ;VÁRZEA;;CIDADE;ABALROAMENTO LONGITUDINAL;CAMINHAO E AUTO PASSEIO;1;;;;;;1;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2019-11-04;09:09:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV NORTE;1223;;EM FRENTE AO Nº 1223;AV NORTE;1223;EM FRENTE AO Nº 1223;SANTO AMARO;;CIDADE;COLISÃO TRASEIRA;COLISÃO S/VITIMAS ENTRE TRÊS AUTOS;3;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;;40 km/h;Dupla;Faixa seccionada;Canteiro central;
2019-11-04;09:37:00;COM VÍTIMA;FINALIZADA;IPSEP;RUA ARQUITETO LUIZ NUNES;;RUA ALVARO AMORIM;EM FRENTE A ESCOLA DE ENFERMAGEM SAO CAETANO;RUA ARQUITETO LUIZ NUNES;;EM FRENTE A ESCOLA DE ENFERMAGEM SAO CAETANO;IPSEP;399;SUBURBIO;ABALROAMENTO TRANSVERSAL;DOIS AUTOS;2;;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
2019-11-04;09:44:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;2834;;RESTAURANTE MASSARELLA;AV CAXANGA;2834;RESTAURANTE MASSARELLA;CORDEIRO;;CIDADE;COLISÃO TRASEIRA;DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2019-11-04;09:58:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;1200;;EM FRENTE AO HOSPITAL NAVAL DO RECIFE;AV CRUZ CABUGA;1200;EM FRENTE AO HOSPITAL NAVAL DO RECIFE;SANTO AMARO;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMAS;1;;;;;;1;;;0;;Longo da via;Bom;Não existe;Incompleta;;;Não existe;R-6a;;Dupla;Faixa contínua;;
2019-11-04;10:03:00;SEM VÍTIMA;FINALIZADA;PONTO DE PARADA;RUA COUTO MAGALHAES;129;RUA GERSON DE BARROS PINANGE;BARRACA DO ALCIDES;RUA COUTO MAGALHAES;129;BARRACA DO ALCIDES;PONTO DE PARADA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Não existe;;
2019-11-04;10:17:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA DO HOSPICIO;687;;EM FRENTE AO Nº 687;RUA DO HOSPICIO;687;EM FRENTE AO Nº 687;SANTO AMARO;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO S/VITIMAS ENTRE DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2019-11-04;11:04:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;AV CONDE DA BOA VISTA;428;;LADO OPOSTO AO ATACADO DOS PRESENTES;AV CONDE DA BOA VISTA;428;LADO OPOSTO AO ATACADO DOS PRESENTES;BOA VISTA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;;1;;;;;;1;;0;;Longo da via;Bom;Não existe;Incompleta;Seca;Mal conservada;Faixa de pedestre;Outras;;Dupla;Faixa contínua;Faixa seccionada;
2019-11-04;11:37:00;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;;;EM FRENTE AO MACRO;AV RECIFE;;EM FRENTE AO MACRO;AREIAS;;BR 101;COLISÃO TRASEIRA;COLISÃO COM VITIMA A ESPERA DO SAMU;1;1;;;;1;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2019-11-04;11:57:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA HENRIQUE DIAS;;AV GOVERNADOR AGAMENON MAGALHAES;;RUA HENRIQUE DIAS;;;BOA VISTA;68;CIDADE;ABALROAMENTO LONGITUDINAL;AUTO E CAMINHÃO PONTO FIXO;1;;;;;;1;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;;;Única;Faixa seccionada;;
2019-11-04;12:21:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;558;RUA OLIMPIO CHACON;IGREJA DA FÉ DO BRASIL;RUA SAO MIGUEL;558;IGREJA DA FÉ DO BRASIL;AFOGADOS;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE AUTO E MOTO COM UMA VITIMA;1;1;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;40 km/h;Dupla;Faixa contínua;;
2019-11-04;12:47:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;AV SUL;1030;;EM BAIXO DO SEMAFORO 205;AV SUL;1030;EM BAIXO DO SEMAFORO 205;SÃO JOSÉ;;;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2019-11-04;13:59:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA DO ESPINHEIRO;119;;LADO OPOSTO BELLA NORTE;RUA DO ESPINHEIRO;119;LADO OPOSTO BELLA NORTE;ESPINHEIRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;Única;;;
2019-11-04;14:08:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA DR VICENTE MEIRA;82;RUA VIGARIO BARRETO;IOR;RUA DR VICENTE MEIRA;82;IOR;ESPINHEIRO;;CIDADE;COLISÃO TRASEIRA;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;;Faixa seccionada;;
2019-11-04;14:21:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;6997;;;AV MARECHAL MASCARENHAS DE MORAES;6997;;IMBIRIBEIRA;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISAO SEM VITIMA;1;;;;;;1;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;60 km/h;Dupla;Faixa seccionada;;
2019-11-04;14:29:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA TORRES HOMEM;853;RUA MANOEL CORREIA;;RUA TORRES HOMEM;853;;VÁRZEA;;;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE CAMINHAO E AUTOS S/V;1;;;;;;1;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2019-11-04;14:31:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;RUA JOSE VELOSO;31;RUA COMENDADOR JOSE VITA;PRAÇA DA CAVALARIA;RUA JOSE VELOSO;31;PRAÇA DA CAVALARIA;SAN MARTIN;;;ABALROAMENTO TRANSVERSAL;CIDADÃO COM CELULAR PROVOCOU UMA COLISÃO COM DANOS MATERIAS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Ilegível;Seca;;;Placas Pare;30 km/h;Dupla;Não existe;;
2019-11-04;14:34:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;7955A;;EM FRENTE A LOJA DIAMANOR FERRAMENTAS DIAMANTADAS;AV MARECHAL MASCARENHAS DE MORAES;7955A;EM FRENTE A LOJA DIAMANOR FERRAMENTAS DIAMANTADAS;IMBIRIBEIRA;;CIDADE;COLISÃO TRASEIRA;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa seccionada;Canteiro central;
2019-11-04;14:39:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV BEIRA RIO;879;;POSTO SHELL;AV BEIRA RIO;879;POSTO SHELL;ESPINHEIRO;48;CIDADE;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;;Única;Faixa seccionada;;
2019-11-04;15:09:00;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;RUA HENRIQUE DIAS;EM FRENTE FARMACIA PAGUE MENOS;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE FARMACIA PAGUE MENOS;DERBY;68;;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE DOIS AUTOS, S/V;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;60 km/h;Dupla;Faixa seccionada;Canteiro central;
2019-11-04;15:23:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;;PRC PARQUE AMORIM;SOB O SEMÁFORO 173;AV GOVERNADOR AGAMENON MAGALHAES;;SOB O SEMÁFORO 173;BOA VISTA;173;;COLISÃO TRASEIRA;COLISAO ENTRE TRES VEICULOS, S/V;3;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Não existe;;
2019-11-04;15:37:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA PAISSANDU;8;RUA DOM BOSCO;FARMÁCIA RECIFE;RUA PAISSANDU;8;FARMÁCIA RECIFE;BOA VISTA;;CIDADE;CHOQUE OBJETO FIXO;BATEU NUMA MARQUIZE DE UMA FARMACIA E ESTÁ PRESO;;;;;;;1;;;0;;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Não existe;;
2019-11-04;15:37:00;SEM VÍTIMA;FINALIZADA;JAQUEIRA;RUA HOEL SETTE;130;;EDIFÍCIO PUERTO BILBAO RESIDENCE;RUA HOEL SETTE;130;EDIFÍCIO PUERTO BILBAO RESIDENCE;JAQUEIRA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;;1;2;;;;;;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Única;Não existe;;
2019-11-04;15:44:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV BEBERIBE;66;;SOB O SEMÁFORO Nº 186;AV BEBERIBE;66;SOB O SEMÁFORO Nº 186;ENCRUZILHADA;186;SUBURBIO;ABALROAMENTO LONGITUDINAL;;1;;;;;;1;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Canteiro central;;
2019-11-04;16:31:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE;;AV PEDRO ALLAIN;EM FRENTE A RETRIFICA PADRÃO;AV NORTE;;EM FRENTE A RETRIFICA PADRÃO;CASA AMARELA;95;CIDADE;ABALROAMENTO LONGITUDINAL;COLISAO CARRO E MOTO;1;1;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;;Dupla;Canteiro central;;
2019-11-04;16:49:00;COM VÍTIMA;FINALIZADA;MADALENA;AV BEIRA RIO;650;;PROXIMO AO COLEGIO EQUIPE;AV BEIRA RIO;650;PROXIMO AO COLEGIO EQUIPE;MADALENA;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE AUTO E MOTO COM UMA VITIMA;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2019-11-04;17:05:00;SEM VÍTIMA;FINALIZADA;PINA;AV BOA VIAGEM;;AV HERCULANO BANDEIRA;;AV BOA VIAGEM;;;PINA;104;CIDADE;COLISÃO TRASEIRA;COLISAO O SINAL TAVA ABERTO, SO QUE IA PASSANDO UM CACHORRO, SO QUE A MINHA FRENTE FOI UM MOTOQUEIRO E NAO CONSEGUIR FREIA.;1;1;;;;;;;;0;;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa contínua;;
2019-11-04;17:38:00;VÍTIMA FATAL;FINALIZADA;PASSARINHO;RUA VARZEA DO GILO;322;RUA VISCONDE DE GARRETT;PROX ASSOCIAÇAO DOS MORADORES E A 1ª IGREJA BATISTA PENTECOSTAL.;RUA VARZEA DO GILO;322;PROX ASSOCIAÇAO DOS MORADORES E A 1ª IGREJA BATISTA PENTECOSTAL.;PASSARINHO;;SUBURBIO;ATROPELAMENTO;CAMINHAO ATROPELOU UM PEDESTRE;;;;;1;;1;;;;1;Longo da via;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;;;Não existe;;
2019-11-04;17:25:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE;6399;;PRÓXIMO A MATERNIDADE BARROS LIMA;AV NORTE;6399;PRÓXIMO A MATERNIDADE BARROS LIMA;CASA AMARELA;;CIDADE;COLISÃO TRASEIRA;COLISAO COM DOIS CARRO;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;;;
2019-11-04;18:12:00;SEM VÍTIMA;FINALIZADA;PINA;RUA AMADOR BUENO;213;;PROX A MADEREIRA FERREIRA PINTO NA SAIDA DO SHOPPING RIO MAR;RUA AMADOR BUENO;213;PROX A MADEREIRA FERREIRA PINTO NA SAIDA DO SHOPPING RIO MAR;PINA;;;COLISÃO;SPIN X CELTA OBS: VEICULO CELTA AO QUERER ESTACINAR IMPRENSOU O VEICULO SPIN FECHANDO O MESMO NO ESTACIONAMENTO;2;;;;;;;;;0;;;;;;;;;;;;;;
2019-11-04;18:22:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA JOSE ADERVAL CHAVES;264;;EDF. JARDIM DAS ACACIAS;RUA JOSE ADERVAL CHAVES;264;EDF. JARDIM DAS ACACIAS;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Não existe;;
2019-11-04;18:38:00;SEM VÍTIMA;FINALIZADA;ROSARINHO;AV NORTE;;;;AV NORTE;;;ROSARINHO;456;CIDADE;COLISÃO TRASEIRA;COBALT X RENAULT X NISSAN;3;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;
2019-11-04;18:42:00;SEM VÍTIMA;FINALIZADA;BOMBA DO HEMETERIO;RUA TAMBOARA;72;RUA ARAPIXUNA;EFRAIM COSMÉTICOS;RUA TAMBOARA;72;EFRAIM COSMÉTICOS;BOMBA DO HEMETERIO;;;ABALROAMENTO LONGITUDINAL;ENTRE CAMINHÃO X AUTO PASSEIO S/V;1;;;;;;1;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2019-11-04;21:14:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA JOSE DA SILVA LUCENA;18;RUA MUNIZ FREIRE;ESTACIONAMENTO COLEGIO GGE ( EM FRENTE DO ESTACIONAMENTO);RUA JOSE DA SILVA LUCENA;18;ESTACIONAMENTO COLEGIO GGE ( EM FRENTE DO ESTACIONAMENTO);IMBIRIBEIRA;;CIDADE;ABALROAMENTO LONGITUDINAL;SANDERO X LOGAN;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2019-11-04;;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;981;TRV DO RAPOSO;PROX AO CM FERRO E AÇO // HOTEL CRISTAL;RUA IMPERIAL;981;PROX AO CM FERRO E AÇO // HOTEL CRISTAL;ESTÂNCIA;510;SUBURBIO;ABALROAMENTO TRANSVERSAL;TAXI X PALIO;2;;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;;;
2019-11-04;22:27:00;SEM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;;;EM FRENTE NETINHO MOTOS;AV DOIS RIOS;;EM FRENTE NETINHO MOTOS;IBURA;;SUBURBIO;COLISÃO TRASEIRA;ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;
2019-11-04;22:35:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV MARECHAL JUAREZ TAVORA;;;;AV MARECHAL JUAREZ TAVORA;;;BOA VIAGEM;478;SUBURBIO;COLISÃO TRASEIRA;SANDERO X PALIO;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Mal iluminada;Faixa de pedestre;Outras;;Dupla;Canal;;
2019-11-04;22:36:00;SEM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE;7742;;;AV NORTE;7742;;MACAXEIRA;451;SUBURBIO;COLISÃO FRONTAL;ENTRE CAMINHÃO X AUTO PASSEIO S/V;1;;;;;;1;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2019-11-05;07:27:00;SEM VÍTIMA;FINALIZADA;TAMARINEIRA;EST DO ARRAIAL;2668;RUA GOMES COUTINHO;;EST DO ARRAIAL;2668;;TAMARINEIRA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;1;;;;;1;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Única;Faixa seccionada;;
2019-11-05;08:10:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;2117;;PARQUE DE EXPOSIÇÃO DO CORDEIRO;AV CAXANGA;2117;PARQUE DE EXPOSIÇÃO DO CORDEIRO;CORDEIRO;;SUBURBIO;COLISÃO TRASEIRA;sem vitima CTTU NO LOCAL;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;Faixa seccionada;Canteiro central
2019-11-05;08:19:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;4862;;EM FRENTE AO EDIFÍCIO PRAÇA DO MAR;AV BOA VIAGEM;4862;EM FRENTE AO EDIFÍCIO PRAÇA DO MAR;BOA VIAGEM;;SUB/CID;ABALROAMENTO LONGITUDINAL;SEM VITIMA CTTU NO LOCAL.;2;;;;;;;;;0;;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;;;;Única;;;
2019-11-05;08:52:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA RIO AMAZONAS;125;RUA RIO COLORADO;IPSEP PESCADOS;RUA RIO AMAZONAS;125;IPSEP PESCADOS;IPSEP;;SUBURBIO;ABALROAMENTO LONGITUDINAL;SEM VITIMAS;1;;;;;;1;;;0;;Cruzamento;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;Não há placas;30 km/h;Dupla;Não existe;;
2019-11-05;09:08:00;SEM VÍTIMA;FINALIZADA;DERBY;PRC DO DERBY;;RUA JENER DE SOUZA;ANTIGO RECANTO DO PICUÍ;PRC DO DERBY;;ANTIGO RECANTO DO PICUÍ;DERBY;418;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO S/VITIMAS ENTRE DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Canteiro central;;
2019-11-05;09:18:00;SEM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;;;EM FRENTE AO BIG BOMPREÇO;AV RECIFE;;EM FRENTE AO BIG BOMPREÇO;AREIAS;;CIDADE;COLISÃO TRASEIRA;SEM VITIMAS CTTU NO LOCAL;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2019-11-05;09:23:00;SEM VÍTIMA;CANCELADA;AFOGADOS;AV SUL;;;EMBAIXO DA PASSARELA DA ESTAÇÃO LARGO DA PAZ;AV SUL;;EMBAIXO DA PASSARELA DA ESTAÇÃO LARGO DA PAZ;AFOGADOS;;CIDADE;COLISÃO;SEM VITIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2019-11-05;09:41:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV ENGENHEIRO ALVES DE SOUZA;;;;AV ENGENHEIRO ALVES DE SOUZA;;;IMBIRIBEIRA;288;CIDADE;ABALROAMENTO TRANSVERSAL;CAMINHÃO E AUTO;1;;;;;;1;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Não existe;;
2019-11-05;10:07:00;SEM VÍTIMA;FINALIZADA;ILHA DO RETIRO;AV BEIRA RIO;360;;POSTE DE ILUMINAÇÃO PÚBLICA 100562;AV BEIRA RIO;360;POSTE DE ILUMINAÇÃO PÚBLICA 100562;ILHA DO RETIRO;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO S/VITIMAS UMA MOTO E UM AUTO;1;1;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa seccionada;;
2019-11-05;10:46:00;COM VÍTIMA;FINALIZADA;ZUMBI;AV CAXANGA;1049;;E/F A FARMACIA PONTUALMED;AV CAXANGA;1049;E/F A FARMACIA PONTUALMED;ZUMBI;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO C/VITIMA ENTRE UM AUTO E UM CICLOMOTOR.;1;;1;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2019-11-05;10:55:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;;COMPAZ;AV ENGENHEIRO ABDIAS DE CARVALHO;;COMPAZ;CORDEIRO;58;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO S/VITIMA UM CAMINHÃO E AUTO;1;;;;;;1;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canteiro central;;
2019-11-05;11:45:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;1325;;PRAÇA DA CHESF;AV ENGENHEIRO ABDIAS DE CARVALHO;1325;PRAÇA DA CHESF;CORDEIRO;375;CIDADE;COLISÃO TRASEIRA;COLISÃO S/VITIMAS ENTRE DOIS AUTOS (VEÍCULO OFICIAL);1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;Faixa seccionada;Canteiro central
